file,n,qubits
64_12bad_const,5,0
64_12bad_const,6,0
64_12bad_const,7,0
64_12bad_const,8,0
64_12bad_const,9,32
64_12bad_const,10,32
64_12bad_const,11,32
64_12bad_const,12,300
64_12bad_const,13,4
64_12bad_const,14,890
64_12bad_const,15,38
64_12bad_const,16,1431
64_12bad_const,17,1182
64_12bad_const,18,652
64_12bad_const,19,1853
64_12bad_const,20,515
64_12bad_const,21,1414
64_12bad_const,22,259
64_12bad_const,23,1796
64_12bad_const,24,1602
64_12bad_const,25,7044
64_12bad_const,26,4098
64_12bad_const,27,4601
64_12bad_const,28,9197
64_12bad_const,29,10476
64_12bad_const,30,4765
64_12bad_const,31,3501
64_12bad_const,32,12482
64_12bad_const,33,15445
64_12bad_const,34,15385
64_12bad_const,35,13072
64_12bad_const,36,12454
64_12bad_const,37,13459
64_12bad_const,38,23386
64_12bad_const,39,13934
64_12bad_const,40,20016
64_12bad_const,41,24312
64_12bad_const,42,24334
64_12bad_const,43,23776
64_12bad_const,44,21721
64_12bad_const,45,20844
64_12bad_const,46,21831
64_12bad_const,47,23386
64_12bad_const,48,13934
64_12bad_const,49,20016
64_12bad_const,50,24312
64_12bad_const,51,24334
64_12bad_const,52,23776
64_12bad_const,53,21721
64_12bad_const,54,20844
64_12bad_const,55,21831
64_12bad_const,56,23386
64_12bad_const,57,13934
64_12bad_const,58,20016
64_12bad_const,59,24312
64_12bad_const,60,24334
64_12bad_const,61,23776
64_12bad_const,62,21721
64_12bad_const,63,20844
64_12bad_const,64,21831
64_12bad_const,65,23386
64_12bad_const,66,13934
64_12bad_const,67,20016
64_12bad_const,68,24312
64_12bad_const,69,24334
64_12bad_const,70,23776
64_12bad_const,71,21721
64_12bad_const,72,20844
64_12bad_const,73,21831
64_12bad_const,74,23386
64_12bad_const,75,13934
64_12bad_const,76,20016
64_12bad_const,77,24312
64_12bad_const,78,24334
64_12bad_const,79,23776
64_12bad_const,80,21721
64_baseline,1,0
64_baseline,2,0
64_baseline,3,0
64_baseline,4,0
64_baseline,5,0
64_baseline,6,0
64_baseline,7,0
64_baseline,8,0
64_baseline,9,0
64_baseline,10,0
64_baseline,11,0
64_baseline,12,0
64_baseline,13,0
64_baseline,14,0
64_baseline,15,0
64_baseline,16,0
64_baseline,17,0
64_baseline,18,0
64_baseline,19,0
64_baseline,20,0
64_baseline,21,0
64_baseline,22,0
64_baseline,23,0
64_baseline,24,0
64_baseline,25,0
64_baseline,26,0
64_baseline,27,0
64_baseline,28,0
64_baseline,29,0
64_baseline,30,0
64_baseline,31,0
64_baseline,32,0
64_baseline,33,0
64_baseline,34,0
64_baseline,35,0
64_baseline,36,0
64_baseline,37,0
64_baseline,38,0
64_baseline,39,0
64_baseline,40,0
64_baseline,41,0
64_baseline,42,0
64_baseline,43,0
64_baseline,44,0
64_baseline,45,0
64_baseline,46,0
64_baseline,47,0
64_baseline,48,0
64_baseline,49,0
64_baseline,50,0
64_baseline,51,0
64_baseline,52,0
64_baseline,53,0
64_baseline,54,0
64_baseline,55,0
64_baseline,56,0
64_baseline,57,0
64_baseline,58,0
64_baseline,59,0
64_baseline,60,0
64_baseline,61,0
64_baseline,62,0
64_baseline,63,0
64_baseline,64,0
64_baseline,65,0
64_baseline,66,0
64_baseline,67,0
64_baseline,68,0
64_baseline,69,0
64_baseline,70,0
64_baseline,71,8
64_baseline,72,0
64_baseline,73,0
64_baseline,74,0
64_baseline,75,0
64_baseline,76,0
64_baseline,77,0
64_baseline,78,48
64_baseline,79,48
64_baseline,80,48
64_base_mr,1,0
64_base_mr,2,0
64_base_mr,3,0
64_base_mr,4,0
64_base_mr,5,0
64_base_mr,6,0
64_base_mr,7,0
64_base_mr,8,0
64_base_mr,9,0
64_base_mr,10,0
64_base_mr,11,0
64_base_mr,12,0
64_base_mr,13,0
64_base_mr,14,0
64_base_mr,15,0
64_base_mr,16,0
64_base_mr,17,0
64_base_mr,18,0
64_base_mr,19,0
64_base_mr,20,0
64_base_mr,21,0
64_base_mr,22,0
64_base_mr,23,0
64_base_mr,24,0
64_base_mr,25,0
64_base_mr,26,0
64_base_mr,27,0
64_base_mr,28,0
64_base_mr,29,0
64_base_mr,30,0
64_base_mr,31,0
64_base_mr,32,0
64_base_mr,33,0
64_base_mr,34,0
64_base_mr,35,0
64_base_mr,36,0
64_base_mr,37,0
64_base_mr,38,0
64_base_mr,39,0
64_base_mr,40,0
64_base_mr,41,0
64_base_mr,42,0
64_base_mr,43,0
64_base_mr,44,0
64_base_mr,45,0
64_base_mr,46,0
64_base_mr,47,0
64_base_mr,48,0
64_base_mr,49,0
64_base_mr,50,0
64_base_mr,51,0
64_base_mr,52,0
64_base_mr,53,0
64_base_mr,54,0
64_base_mr,55,0
64_base_mr,56,0
64_base_mr,57,0
64_base_mr,58,0
64_base_mr,59,0
64_base_mr,60,0
64_base_mr,61,0
64_base_mr,62,0
64_base_mr,63,0
64_base_mr,64,0
64_base_mr,65,0
64_base_mr,66,0
64_base_mr,67,0
64_base_mr,68,0
64_base_mr,69,0
64_base_mr,70,0
64_base_mr,71,8
64_base_mr,72,0
64_base_mr,73,0
64_base_mr,74,0
64_base_mr,75,0
64_base_mr,76,0
64_base_mr,77,0
64_base_mr,78,48
64_base_mr,79,48
64_base_mr,80,48
64_const_mr,1,0
64_const_mr,2,8
64_const_mr,3,0
64_const_mr,4,0
64_const_mr,5,0
64_const_mr,6,0
64_const_mr,7,0
64_const_mr,8,0
64_const_mr,9,32
64_const_mr,10,32
64_const_mr,11,32
64_const_mr,12,300
64_const_mr,13,4
64_const_mr,14,1493
64_const_mr,15,38
64_const_mr,16,2045
64_const_mr,17,1785
64_const_mr,18,652
64_const_mr,19,2456
64_const_mr,20,515
64_const_mr,21,1414
64_const_mr,22,259
64_const_mr,23,2399
64_const_mr,24,2205
64_const_mr,25,9682
64_const_mr,26,4764
64_const_mr,27,6389
64_const_mr,28,12960
64_const_mr,29,13876
64_const_mr,30,4979
64_const_mr,31,3719
64_const_mr,32,15706
64_const_mr,33,18021
64_const_mr,34,19518
64_const_mr,35,14901
64_const_mr,36,15819
64_const_mr,37,16829
64_const_mr,38,25986
64_const_mr,39,14281
64_const_mr,40,21848
64_const_mr,41,28448
64_const_mr,42,26934
64_const_mr,43,27912
64_const_mr,44,23555
64_const_mr,45,24212
64_const_mr,46,25201
64_const_mr,47,25986
64_const_mr,48,14281
64_const_mr,49,21848
64_const_mr,50,28448
64_const_mr,51,26934
64_const_mr,52,27912
64_const_mr,53,23555
64_const_mr,54,24212
64_const_mr,55,25201
64_const_mr,56,25986
64_const_mr,57,14281
64_const_mr,58,21848
64_const_mr,59,28448
64_const_mr,60,26934
64_const_mr,61,27912
64_const_mr,62,23555
64_const_mr,63,24212
64_const_mr,64,25201
64_const_mr,65,25986
64_const_mr,66,14281
64_const_mr,67,21848
64_const_mr,68,28448
64_const_mr,69,26934
64_const_mr,70,27912
64_const_mr,71,23555
64_const_mr,72,24212
64_const_mr,73,25201
64_const_mr,74,25986
64_const_mr,75,14281
64_const_mr,76,21848
64_const_mr,77,28448
64_const_mr,78,26934
64_const_mr,79,27912
64_const_mr,80,23555
64_base_lin,1,0
64_base_lin,2,0
64_base_lin,3,0
64_base_lin,4,0
64_base_lin,5,0
64_base_lin,6,0
64_base_lin,7,0
64_base_lin,8,0
64_base_lin,9,0
64_base_lin,10,0
64_base_lin,11,0
64_base_lin,12,0
64_base_lin,13,0
64_base_lin,14,0
64_base_lin,15,0
64_base_lin,16,0
64_base_lin,17,0
64_base_lin,18,0
64_base_lin,19,0
64_base_lin,20,0
64_base_lin,21,0
64_base_lin,22,0
64_base_lin,23,0
64_base_lin,24,0
64_base_lin,25,0
64_base_lin,26,0
64_base_lin,27,0
64_base_lin,28,0
64_base_lin,29,0
64_base_lin,30,0
64_base_lin,31,0
64_base_lin,32,0
64_base_lin,33,0
64_base_lin,34,0
64_base_lin,35,0
64_base_lin,36,0
64_base_lin,37,0
64_base_lin,38,0
64_base_lin,39,0
64_base_lin,40,0
64_base_lin,41,0
64_base_lin,42,0
64_base_lin,43,0
64_base_lin,44,0
64_base_lin,45,0
64_base_lin,46,0
64_base_lin,47,0
64_base_lin,48,0
64_base_lin,49,0
64_base_lin,50,0
64_base_lin,51,0
64_base_lin,52,0
64_base_lin,53,0
64_base_lin,54,0
64_base_lin,55,0
64_base_lin,56,0
64_base_lin,57,0
64_base_lin,58,0
64_base_lin,59,0
64_base_lin,60,0
64_base_lin,61,0
64_base_lin,62,0
64_base_lin,63,0
64_base_lin,64,0
64_base_lin,65,0
64_base_lin,66,0
64_base_lin,67,0
64_base_lin,68,0
64_base_lin,69,0
64_base_lin,70,0
64_base_lin,71,8
64_base_lin,72,0
64_base_lin,73,0
64_base_lin,74,0
64_base_lin,75,0
64_base_lin,76,0
64_base_lin,77,0
64_base_lin,78,48
64_base_lin,79,48
64_base_lin,80,48
64_12bad_c_lin,1,0
64_12bad_c_lin,2,8
64_12bad_c_lin,3,0
64_12bad_c_lin,4,0
64_12bad_c_lin,5,0
64_12bad_c_lin,6,0
64_12bad_c_lin,7,0
64_12bad_c_lin,8,0
64_12bad_c_lin,9,32
64_12bad_c_lin,10,32
64_12bad_c_lin,11,32
64_12bad_c_lin,12,300
64_12bad_c_lin,13,4
64_12bad_c_lin,14,890
64_12bad_c_lin,15,38
64_12bad_c_lin,16,1418
64_12bad_c_lin,17,1182
64_12bad_c_lin,18,652
64_12bad_c_lin,19,1853
64_12bad_c_lin,20,515
64_12bad_c_lin,21,1414
64_12bad_c_lin,22,259
64_12bad_c_lin,23,1796
64_12bad_c_lin,24,1602
64_12bad_c_lin,25,6204
64_12bad_c_lin,26,4098
64_12bad_c_lin,27,4601
64_12bad_c_lin,28,7517
64_12bad_c_lin,29,9612
64_12bad_c_lin,30,4765
64_12bad_c_lin,31,3501
64_12bad_c_lin,32,10802
64_12bad_c_lin,33,13837
64_12bad_c_lin,34,12865
64_12bad_c_lin,35,12232
64_12bad_c_lin,36,10774
64_12bad_c_lin,37,11779
64_12bad_c_lin,38,20866
64_12bad_c_lin,39,13094
64_12bad_c_lin,40,18336
64_12bad_c_lin,41,20952
64_12bad_c_lin,42,21814
64_12bad_c_lin,43,20416
64_12bad_c_lin,44,20041
64_12bad_c_lin,45,18324
64_12bad_c_lin,46,19311
64_12bad_c_lin,47,20866
64_12bad_c_lin,48,13094
64_12bad_c_lin,49,18336
64_12bad_c_lin,50,20952
64_12bad_c_lin,51,21814
64_12bad_c_lin,52,20416
64_12bad_c_lin,53,20041
64_12bad_c_lin,54,18324
64_12bad_c_lin,55,19311
64_12bad_c_lin,56,20866
64_12bad_c_lin,57,13094
64_12bad_c_lin,58,18336
64_12bad_c_lin,59,20952
64_12bad_c_lin,60,21814
64_12bad_c_lin,61,20416
64_12bad_c_lin,62,20041
64_12bad_c_lin,63,18324
64_12bad_c_lin,64,19311
64_12bad_c_lin,65,20866
64_12bad_c_lin,66,13094
64_12bad_c_lin,67,18336
64_12bad_c_lin,68,20952
64_12bad_c_lin,69,21814
64_12bad_c_lin,70,20416
64_12bad_c_lin,71,20041
64_12bad_c_lin,72,18324
64_12bad_c_lin,73,19311
64_12bad_c_lin,74,20866
64_12bad_c_lin,75,13094
64_12bad_c_lin,76,18336
64_12bad_c_lin,77,20952
64_12bad_c_lin,78,21814
64_12bad_c_lin,79,20416
64_12bad_c_lin,80,20041
64_12bad_lin,1,0
64_12bad_lin,2,0
64_12bad_lin,3,0
64_12bad_lin,4,0
64_12bad_lin,5,0
64_12bad_lin,6,0
64_12bad_lin,7,0
64_12bad_lin,8,0
64_12bad_lin,9,0
64_12bad_lin,10,0
64_12bad_lin,11,0
64_12bad_lin,12,0
64_12bad_lin,13,0
64_12bad_lin,14,0
64_12bad_lin,15,0
64_12bad_lin,16,0
64_12bad_lin,17,0
64_12bad_lin,18,0
64_12bad_lin,19,0
64_12bad_lin,20,0
64_12bad_lin,21,0
64_12bad_lin,22,0
64_12bad_lin,23,0
64_12bad_lin,24,0
64_12bad_lin,25,0
64_12bad_lin,26,0
64_12bad_lin,27,0
64_12bad_lin,28,0
64_12bad_lin,29,0
64_12bad_lin,30,0
64_12bad_lin,31,0
64_12bad_lin,32,0
64_12bad_lin,33,0
64_12bad_lin,34,0
64_12bad_lin,35,0
64_12bad_lin,36,0
64_12bad_lin,37,0
64_12bad_lin,38,0
64_12bad_lin,39,0
64_12bad_lin,40,0
64_12bad_lin,41,0
64_12bad_lin,42,0
64_12bad_lin,43,0
64_12bad_lin,44,0
64_12bad_lin,45,0
64_12bad_lin,46,0
64_12bad_lin,47,0
64_12bad_lin,48,0
64_12bad_lin,49,0
64_12bad_lin,50,0
64_12bad_lin,51,0
64_12bad_lin,52,0
64_12bad_lin,53,0
64_12bad_lin,54,0
64_12bad_lin,55,0
64_12bad_lin,56,0
64_12bad_lin,57,0
64_12bad_lin,58,0
64_12bad_lin,59,0
64_12bad_lin,60,0
64_12bad_lin,61,0
64_12bad_lin,62,0
64_12bad_lin,63,0
64_12bad_lin,64,0
64_12bad_lin,65,0
64_12bad_lin,66,0
64_12bad_lin,67,0
64_12bad_lin,68,0
64_12bad_lin,69,0
64_12bad_lin,70,0
64_12bad_lin,71,8
64_12bad_lin,72,0
64_12bad_lin,73,0
64_12bad_lin,74,0
64_12bad_lin,75,0
64_12bad_lin,76,0
64_12bad_lin,77,0
64_12bad_lin,78,48
64_12bad_lin,79,48
64_12bad_lin,80,48
64_const_prop,1,0
64_const_prop,2,8
64_const_prop,3,0
64_const_prop,4,0
64_const_prop,5,0
64_const_prop,6,0
64_const_prop,7,0
64_const_prop,8,0
64_const_prop,9,32
64_const_prop,10,32
64_const_prop,11,32
64_const_prop,12,300
64_const_prop,13,4
64_const_prop,14,890
64_const_prop,15,38
64_const_prop,16,1432
64_const_prop,17,1182
64_const_prop,18,652
64_const_prop,19,1853
64_const_prop,20,515
64_const_prop,21,1414
64_const_prop,22,259
64_const_prop,23,1796
64_const_prop,24,1602
64_const_prop,25,7109
64_const_prop,26,4161
64_const_prop,27,4664
64_const_prop,28,9262
64_const_prop,29,10541
64_const_prop,30,4828
64_const_prop,31,3564
64_const_prop,32,12547
64_const_prop,33,15510
64_const_prop,34,15450
64_const_prop,35,13137
64_const_prop,36,12519
64_const_prop,37,13529
64_const_prop,38,23454
64_const_prop,39,14000
64_const_prop,40,20084
64_const_prop,41,24380
64_const_prop,42,24402
64_const_prop,43,23844
64_const_prop,44,21791
64_const_prop,45,20912
64_const_prop,46,21901
64_const_prop,47,23454
64_const_prop,48,14000
64_const_prop,49,20084
64_const_prop,50,24380
64_const_prop,51,24402
64_const_prop,52,23844
64_const_prop,53,21791
64_const_prop,54,20912
64_const_prop,55,21901
64_const_prop,56,23454
64_const_prop,57,14000
64_const_prop,58,20084
64_const_prop,59,24380
64_const_prop,60,24402
64_const_prop,61,23844
64_const_prop,62,21791
64_const_prop,63,20912
64_const_prop,64,21901
64_const_prop,65,23454
64_const_prop,66,14000
64_const_prop,67,20084
64_const_prop,68,24380
64_const_prop,69,24402
64_const_prop,70,23844
64_const_prop,71,21791
64_const_prop,72,20912
64_const_prop,73,21901
64_const_prop,74,23454
64_const_prop,75,14000
64_const_prop,76,20084
64_const_prop,77,24380
64_const_prop,78,24402
64_const_prop,79,23844
64_const_prop,80,21791
64_const_lin,1,0
64_const_lin,2,8
64_const_lin,3,0
64_const_lin,4,0
64_const_lin,5,0
64_const_lin,6,0
64_const_lin,7,0
64_const_lin,8,0
64_const_lin,9,32
64_const_lin,10,32
64_const_lin,11,32
64_const_lin,12,300
64_const_lin,13,4
64_const_lin,14,890
64_const_lin,15,38
64_const_lin,16,1419
64_const_lin,17,1182
64_const_lin,18,652
64_const_lin,19,1853
64_const_lin,20,515
64_const_lin,21,1414
64_const_lin,22,259
64_const_lin,23,1796
64_const_lin,24,1602
64_const_lin,25,6269
64_const_lin,26,4161
64_const_lin,27,4664
64_const_lin,28,7582
64_const_lin,29,9677
64_const_lin,30,4828
64_const_lin,31,3564
64_const_lin,32,10867
64_const_lin,33,13902
64_const_lin,34,12930
64_const_lin,35,12297
64_const_lin,36,10839
64_const_lin,37,11849
64_const_lin,38,20934
64_const_lin,39,13160
64_const_lin,40,18404
64_const_lin,41,21020
64_const_lin,42,21882
64_const_lin,43,20484
64_const_lin,44,20111
64_const_lin,45,18392
64_const_lin,46,19381
64_const_lin,47,20934
64_const_lin,48,13160
64_const_lin,49,18404
64_const_lin,50,21020
64_const_lin,51,21882
64_const_lin,52,20484
64_const_lin,53,20111
64_const_lin,54,18392
64_const_lin,55,19381
64_const_lin,56,20934
64_const_lin,57,13160
64_const_lin,58,18404
64_const_lin,59,21020
64_const_lin,60,21882
64_const_lin,61,20484
64_const_lin,62,20111
64_const_lin,63,18392
64_const_lin,64,19381
64_const_lin,65,20934
64_const_lin,66,13160
64_const_lin,67,18404
64_const_lin,68,21020
64_const_lin,69,21882
64_const_lin,70,20484
64_const_lin,71,20111
64_const_lin,72,18392
64_const_lin,73,19381
64_const_lin,74,20934
64_const_lin,75,13160
64_const_lin,76,18404
64_const_lin,77,21020
64_const_lin,78,21882
64_const_lin,79,20484
64_const_lin,80,20111
64_base_mmu,1,0
64_base_mmu,2,0
64_base_mmu,3,0
64_base_mmu,4,0
64_base_mmu,5,0
64_base_mmu,6,0
64_base_mmu,7,0
64_base_mmu,8,0
64_base_mmu,9,0
64_base_mmu,10,0
64_base_mmu,11,0
64_base_mmu,12,0
64_base_mmu,13,0
64_base_mmu,14,0
64_base_mmu,15,0
64_base_mmu,16,0
64_base_mmu,17,0
64_base_mmu,18,0
64_base_mmu,19,0
64_base_mmu,20,0
64_base_mmu,21,0
64_base_mmu,22,0
64_base_mmu,23,0
64_base_mmu,24,0
64_base_mmu,25,0
64_base_mmu,26,0
64_base_mmu,27,0
64_base_mmu,28,0
64_base_mmu,29,0
64_base_mmu,30,0
64_base_mmu,31,0
64_base_mmu,32,0
64_base_mmu,33,0
64_base_mmu,34,0
64_base_mmu,35,0
64_base_mmu,36,0
64_base_mmu,37,0
64_base_mmu,38,0
64_base_mmu,39,0
64_base_mmu,40,0
64_base_mmu,41,0
64_base_mmu,42,0
64_base_mmu,43,0
64_base_mmu,44,0
64_base_mmu,45,0
64_base_mmu,46,0
64_base_mmu,47,0
64_base_mmu,48,0
64_base_mmu,49,0
64_base_mmu,50,0
64_base_mmu,51,0
64_base_mmu,52,0
64_base_mmu,53,0
64_base_mmu,54,0
64_base_mmu,55,0
64_base_mmu,56,0
64_base_mmu,57,0
64_base_mmu,58,0
64_base_mmu,59,0
64_base_mmu,60,0
64_base_mmu,61,0
64_base_mmu,62,0
64_base_mmu,63,0
64_base_mmu,64,0
64_base_mmu,65,0
64_base_mmu,66,0
64_base_mmu,67,0
64_base_mmu,68,0
64_base_mmu,69,0
64_base_mmu,70,0
64_base_mmu,71,8
64_base_mmu,72,0
64_base_mmu,73,0
64_base_mmu,74,0
64_base_mmu,75,0
64_base_mmu,76,0
64_base_mmu,77,0
64_base_mmu,78,48
64_base_mmu,79,48
64_base_mmu,80,48
64_base_ram,1,0
64_base_ram,2,0
