file,n,qubits
64_base_ram,3,0
64_base_ram,4,0
64_base_ram,5,0
64_base_ram,6,0
64_base_ram,7,0
64_base_ram,8,0
64_base_ram,9,0
64_base_ram,10,0
64_base_ram,11,0
64_base_ram,12,0
64_base_ram,13,0
64_base_ram,14,0
64_base_ram,15,0
64_base_ram,16,0
64_base_ram,17,0
64_base_ram,18,0
64_base_ram,19,0
64_base_ram,20,0
64_base_ram,21,0
64_base_ram,22,0
64_base_ram,23,0
64_base_ram,24,0
64_base_ram,25,0
64_base_ram,26,0
64_base_ram,27,0
64_base_ram,28,0
64_base_ram,29,0
64_base_ram,30,0
64_base_ram,31,0
64_base_ram,32,0
64_base_ram,33,0
64_base_ram,34,0
64_base_ram,35,0
64_base_ram,36,0
64_base_ram,37,0
64_base_ram,38,0
64_base_ram,39,0
64_base_ram,40,0
64_base_ram,41,0
64_base_ram,42,0
64_base_ram,43,0
64_base_ram,44,0
64_base_ram,45,0
64_base_ram,46,0
64_base_ram,47,0
64_base_ram,48,0
64_base_ram,49,0
64_base_ram,50,0
64_base_ram,51,0
64_base_ram,52,0
64_base_ram,53,0
64_base_ram,54,0
64_base_ram,55,0
64_base_ram,56,0
64_base_ram,57,0
64_base_ram,58,0
64_base_ram,59,0
64_base_ram,60,0
64_base_ram,61,0
64_base_ram,62,0
64_base_ram,63,0
64_base_ram,64,0
64_base_ram,65,0
64_base_ram,66,0
64_base_ram,67,0
64_base_ram,68,0
64_base_ram,69,0
64_base_ram,70,0
64_base_ram,71,8
64_base_ram,72,0
64_base_ram,73,0
64_base_ram,74,0
64_base_ram,75,0
64_base_ram,76,0
64_base_ram,77,0
64_base_ram,78,48
64_base_ram,79,48
64_base_ram,80,48
64_const_mmu,1,0
64_const_mmu,2,8
64_const_mmu,3,0
64_const_mmu,4,0
64_const_mmu,5,0
64_const_mmu,6,0
64_const_mmu,7,0
64_const_mmu,8,0
64_const_mmu,9,32
64_const_mmu,10,32
64_const_mmu,11,32
64_const_mmu,12,300
64_const_mmu,13,4
64_const_mmu,14,1493
64_const_mmu,15,38
64_const_mmu,16,3102
64_const_mmu,17,1785
64_const_mmu,18,674
64_const_mmu,19,2456
64_const_mmu,20,515
64_const_mmu,21,1414
64_const_mmu,22,259
64_const_mmu,23,2399
64_const_mmu,24,2205
64_const_mmu,25,10169
64_const_mmu,26,4764
64_const_mmu,27,5619
64_const_mmu,28,13934
64_const_mmu,29,15199
64_const_mmu,30,4979
64_const_mmu,31,3719
64_const_mmu,32,17352
64_const_mmu,33,20447
64_const_mmu,34,21987
64_const_mmu,35,16492
64_const_mmu,36,17465
64_const_mmu,37,18475
64_const_mmu,38,29991
64_const_mmu,39,15872
64_const_mmu,40,25030
64_const_mmu,41,32508
64_const_mmu,42,30939
64_const_mmu,43,31972
64_const_mmu,44,26737
64_const_mmu,45,27449
64_const_mmu,46,28438
64_const_mmu,47,29991
64_const_mmu,48,15872
64_const_mmu,49,25030
64_const_mmu,50,32508
64_const_mmu,51,30939
64_const_mmu,52,31972
64_const_mmu,53,26737
64_const_mmu,54,27449
64_const_mmu,55,28438
64_const_mmu,56,29991
64_const_mmu,57,15872
64_const_mmu,58,25030
64_const_mmu,59,32508
64_const_mmu,60,30939
64_const_mmu,61,31972
64_const_mmu,62,26737
64_const_mmu,63,27449
64_const_mmu,64,28438
64_const_mmu,65,29991
64_const_mmu,66,15872
64_const_mmu,67,25030
64_const_mmu,68,32508
64_const_mmu,69,30939
64_const_mmu,70,31972
64_const_mmu,71,26737
64_const_mmu,72,27449
64_const_mmu,73,28438
64_const_mmu,74,29991
64_const_mmu,75,15872
64_const_mmu,76,25030
64_const_mmu,77,32508
64_const_mmu,78,30939
64_const_mmu,79,31972
64_const_mmu,80,26737
64_12bad_c_mr,1,0
64_12bad_c_mr,2,8
64_12bad_c_mr,3,0
64_12bad_c_mr,4,0
64_12bad_c_mr,5,0
64_12bad_c_mr,6,0
64_12bad_c_mr,7,0
64_12bad_c_mr,8,0
64_12bad_c_mr,9,32
64_12bad_c_mr,10,32
64_12bad_c_mr,11,32
64_12bad_c_mr,12,300
64_12bad_c_mr,13,4
64_12bad_c_mr,14,1493
64_12bad_c_mr,15,38
64_12bad_c_mr,16,2044
64_12bad_c_mr,17,1785
64_12bad_c_mr,18,652
64_12bad_c_mr,19,2456
64_12bad_c_mr,20,515
64_12bad_c_mr,21,1414
64_12bad_c_mr,22,259
64_12bad_c_mr,23,2399
64_12bad_c_mr,24,2205
64_12bad_c_mr,25,9617
64_12bad_c_mr,26,4701
64_12bad_c_mr,27,6326
64_12bad_c_mr,28,12895
64_12bad_c_mr,29,13811
64_12bad_c_mr,30,4916
64_12bad_c_mr,31,3656
64_12bad_c_mr,32,15641
64_12bad_c_mr,33,17956
64_12bad_c_mr,34,19453
64_12bad_c_mr,35,14836
64_12bad_c_mr,36,15754
64_12bad_c_mr,37,16759
64_12bad_c_mr,38,25918
64_12bad_c_mr,39,14215
64_12bad_c_mr,40,21780
64_12bad_c_mr,41,28380
64_12bad_c_mr,42,26866
64_12bad_c_mr,43,27844
64_12bad_c_mr,44,23485
64_12bad_c_mr,45,24144
64_12bad_c_mr,46,25131
64_12bad_c_mr,47,25918
64_12bad_c_mr,48,14215
64_12bad_c_mr,49,21780
64_12bad_c_mr,50,28380
64_12bad_c_mr,51,26866
64_12bad_c_mr,52,27844
64_12bad_c_mr,53,23485
64_12bad_c_mr,54,24144
64_12bad_c_mr,55,25131
64_12bad_c_mr,56,25918
64_12bad_c_mr,57,14215
64_12bad_c_mr,58,21780
64_12bad_c_mr,59,28380
64_12bad_c_mr,60,26866
64_12bad_c_mr,61,27844
64_12bad_c_mr,62,23485
64_12bad_c_mr,63,24144
64_12bad_c_mr,64,25131
64_12bad_c_mr,65,25918
64_12bad_c_mr,66,14215
64_12bad_c_mr,67,21780
64_12bad_c_mr,68,28380
64_12bad_c_mr,69,26866
64_12bad_c_mr,70,27844
64_12bad_c_mr,71,23485
64_12bad_c_mr,72,24144
64_12bad_c_mr,73,25131
64_12bad_c_mr,74,25918
64_12bad_c_mr,75,14215
64_12bad_c_mr,76,21780
64_12bad_c_mr,77,28380
64_12bad_c_mr,78,26866
64_12bad_c_mr,79,27844
64_12bad_c_mr,80,23485
64_const_ram,1,0
64_const_ram,2,8
64_const_ram,3,0
64_const_ram,4,0
64_const_ram,5,0
64_const_ram,6,0
64_const_ram,7,0
64_const_ram,8,0
64_const_ram,9,32
64_const_ram,10,32
64_const_ram,11,32
64_const_ram,12,300
64_const_ram,13,4
64_const_ram,14,1493
64_const_ram,15,38
64_const_ram,16,3238
64_const_ram,17,1785
64_const_ram,18,674
64_const_ram,19,2456
64_const_ram,20,515
64_const_ram,21,1414
64_const_ram,22,259
64_const_ram,23,2399
64_const_ram,24,2205
64_const_ram,25,11273
64_const_ram,26,4764
64_const_ram,27,6723
64_const_ram,28,16142
64_const_ram,29,16915
64_const_ram,30,4979
64_const_ram,31,3719
64_const_ram,32,18888
64_const_ram,33,21215
64_const_ram,34,24291
64_const_ram,35,16492
64_const_ram,36,19001
64_const_ram,37,20011
64_const_ram,38,30759
64_const_ram,39,15872
64_const_ram,40,25030
64_const_ram,41,34812
64_const_ram,42,31707
64_const_ram,43,34276
64_const_ram,44,26737
64_const_ram,45,28985
64_const_ram,46,29974
64_const_ram,47,30759
64_const_ram,48,15872
64_const_ram,49,25030
64_const_ram,50,34812
64_const_ram,51,31707
64_const_ram,52,34276
64_const_ram,53,26737
64_const_ram,54,28985
64_const_ram,55,29974
64_const_ram,56,30759
64_const_ram,57,15872
64_const_ram,58,25030
64_const_ram,59,34812
64_const_ram,60,31707
64_const_ram,61,34276
64_const_ram,62,26737
64_const_ram,63,28985
64_const_ram,64,29974
64_const_ram,65,30759
64_const_ram,66,15872
64_const_ram,67,25030
64_const_ram,68,34812
64_const_ram,69,31707
64_const_ram,70,34276
64_const_ram,71,26737
64_const_ram,72,28985
64_const_ram,73,29974
64_const_ram,74,30759
64_const_ram,75,15872
64_const_ram,76,25030
64_const_ram,77,34812
64_const_ram,78,31707
64_const_ram,79,34276
64_const_ram,80,26737
64_12bad,1,0
64_12bad,2,0
64_12bad,3,0
64_12bad,4,0
64_12bad,5,0
64_12bad,6,0
64_12bad,7,0
64_12bad,8,0
64_12bad,9,0
64_12bad,10,0
64_12bad,11,0
64_12bad,12,0
64_12bad,13,0
64_12bad,14,0
64_12bad,15,0
64_12bad,16,0
64_12bad,17,0
64_12bad,18,0
64_12bad,19,0
64_12bad,20,0
64_12bad,21,0
64_12bad,22,0
64_12bad,23,0
64_12bad,24,0
64_12bad,25,0
64_12bad,26,0
64_12bad,27,0
64_12bad,28,0
64_12bad,29,0
64_12bad,30,0
64_12bad,31,0
64_12bad,32,0
64_12bad,33,0
64_12bad,34,0
64_12bad,35,0
64_12bad,36,0
64_12bad,37,0
64_12bad,38,0
64_12bad,39,0
64_12bad,40,0
64_12bad,41,0
64_12bad,42,0
64_12bad,43,0
64_12bad,44,0
64_12bad,45,0
64_12bad,46,0
64_12bad,47,0
64_12bad,48,0
64_12bad,49,0
64_12bad,50,0
64_12bad,51,0
64_12bad,52,0
64_12bad,53,0
64_12bad,54,0
64_12bad,55,0
64_12bad,56,0
64_12bad,57,0
64_12bad,58,0
64_12bad,59,0
64_12bad,60,0
64_12bad,61,0
64_12bad,62,0
64_12bad,63,0
64_12bad,64,0
64_12bad,65,0
64_12bad,66,0
64_12bad,67,0
64_12bad,68,0
64_12bad,69,0
64_12bad,70,0
64_12bad,71,8
64_12bad,72,0
64_12bad,73,0
64_12bad,74,0
64_12bad,75,0
64_12bad,76,0
64_12bad,77,0
64_12bad,78,48
64_12bad,79,48
64_12bad,80,48
64_12bad_mmu,1,0
64_12bad_mmu,2,0
64_12bad_mmu,3,0
64_12bad_mmu,4,0
64_12bad_mmu,5,0
64_12bad_mmu,6,0
64_12bad_mmu,7,0
64_12bad_mmu,8,0
64_12bad_mmu,9,0
64_12bad_mmu,10,0
64_12bad_mmu,11,0
64_12bad_mmu,12,0
64_12bad_mmu,13,0
64_12bad_mmu,14,0
64_12bad_mmu,15,0
64_12bad_mmu,16,0
64_12bad_mmu,17,0
64_12bad_mmu,18,0
64_12bad_mmu,19,0
64_12bad_mmu,20,0
64_12bad_mmu,21,0
64_12bad_mmu,22,0
64_12bad_mmu,23,0
64_12bad_mmu,24,0
64_12bad_mmu,25,0
64_12bad_mmu,26,0
64_12bad_mmu,27,0
64_12bad_mmu,28,0
64_12bad_mmu,29,0
64_12bad_mmu,30,0
64_12bad_mmu,31,0
64_12bad_mmu,32,0
64_12bad_mmu,33,0
64_12bad_mmu,34,0
64_12bad_mmu,35,0
64_12bad_mmu,36,0
64_12bad_mmu,37,0
64_12bad_mmu,38,0
64_12bad_mmu,39,0
64_12bad_mmu,40,0
64_12bad_mmu,41,0
64_12bad_mmu,42,0
64_12bad_mmu,43,0
64_12bad_mmu,44,0
64_12bad_mmu,45,0
64_12bad_mmu,46,0
64_12bad_mmu,47,0
64_12bad_mmu,48,0
64_12bad_mmu,49,0
64_12bad_mmu,50,0
64_12bad_mmu,51,0
64_12bad_mmu,52,0
64_12bad_mmu,53,0
64_12bad_mmu,54,0
64_12bad_mmu,55,0
64_12bad_mmu,56,0
64_12bad_mmu,57,0
64_12bad_mmu,58,0
64_12bad_mmu,59,0
64_12bad_mmu,60,0
64_12bad_mmu,61,0
64_12bad_mmu,62,0
64_12bad_mmu,63,0
64_12bad_mmu,64,0
64_12bad_mmu,65,0
64_12bad_mmu,66,0
64_12bad_mmu,67,0
64_12bad_mmu,68,0
64_12bad_mmu,69,0
64_12bad_mmu,70,0
64_12bad_mmu,71,8
64_12bad_mmu,72,0
64_12bad_mmu,73,0
64_12bad_mmu,74,0
64_12bad_mmu,75,0
64_12bad_mmu,76,0
64_12bad_mmu,77,0
64_12bad_mmu,78,48
64_12bad_mmu,79,48
64_12bad_mmu,80,48
64_12bad_c_ram,1,0
64_12bad_c_ram,2,8
64_12bad_c_ram,3,0
64_12bad_c_ram,4,0
64_12bad_c_ram,5,0
64_12bad_c_ram,6,0
64_12bad_c_ram,7,0
64_12bad_c_ram,8,0
64_12bad_c_ram,9,32
64_12bad_c_ram,10,32
64_12bad_c_ram,11,32
64_12bad_c_ram,12,300
64_12bad_c_ram,13,4
64_12bad_c_ram,14,1493
64_12bad_c_ram,15,38
64_12bad_c_ram,16,3237
64_12bad_c_ram,17,1785
64_12bad_c_ram,18,674
64_12bad_c_ram,19,2456
64_12bad_c_ram,20,515
64_12bad_c_ram,21,1414
64_12bad_c_ram,22,259
64_12bad_c_ram,23,2399
64_12bad_c_ram,24,2205
64_12bad_c_ram,25,11208
64_12bad_c_ram,26,4701
64_12bad_c_ram,27,6660
64_12bad_c_ram,28,16077
64_12bad_c_ram,29,16850
64_12bad_c_ram,30,4916
64_12bad_c_ram,31,3656
64_12bad_c_ram,32,18823
64_12bad_c_ram,33,21150
64_12bad_c_ram,34,24226
64_12bad_c_ram,35,16427
64_12bad_c_ram,36,18936
64_12bad_c_ram,37,19941
64_12bad_c_ram,38,30691
64_12bad_c_ram,39,15806
64_12bad_c_ram,40,24962
64_12bad_c_ram,41,34744
64_12bad_c_ram,42,31639
64_12bad_c_ram,43,34208
64_12bad_c_ram,44,26667
64_12bad_c_ram,45,28917
64_12bad_c_ram,46,29904
64_12bad_c_ram,47,30691
64_12bad_c_ram,48,15806
64_12bad_c_ram,49,24962
64_12bad_c_ram,50,34744
64_12bad_c_ram,51,31639
64_12bad_c_ram,52,34208
64_12bad_c_ram,53,26667
64_12bad_c_ram,54,28917
64_12bad_c_ram,55,29904
64_12bad_c_ram,56,30691
64_12bad_c_ram,57,15806
64_12bad_c_ram,58,24962
64_12bad_c_ram,59,34744
64_12bad_c_ram,60,31639
64_12bad_c_ram,61,34208
64_12bad_c_ram,62,26667
64_12bad_c_ram,63,28917
64_12bad_c_ram,64,29904
64_12bad_c_ram,65,30691
64_12bad_c_ram,66,15806
64_12bad_c_ram,67,24962
64_12bad_c_ram,68,34744
64_12bad_c_ram,69,31639
64_12bad_c_ram,70,34208
64_12bad_c_ram,71,26667
64_12bad_c_ram,72,28917
64_12bad_c_ram,73,29904
64_12bad_c_ram,74,30691
64_12bad_c_ram,75,15806
64_12bad_c_ram,76,24962
64_12bad_c_ram,77,34744
64_12bad_c_ram,78,31639
64_12bad_c_ram,79,34208
64_12bad_c_ram,80,26667
64_12bad_ram,1,0
64_12bad_ram,2,0
64_12bad_ram,3,0
64_12bad_ram,4,0
64_12bad_ram,5,0
64_12bad_ram,6,0
64_12bad_ram,7,0
64_12bad_ram,8,0
64_12bad_ram,9,0
64_12bad_ram,10,0
64_12bad_ram,11,0
64_12bad_ram,12,0
64_12bad_ram,13,0
64_12bad_ram,14,0
64_12bad_ram,15,0
64_12bad_ram,16,0
64_12bad_ram,17,0
64_12bad_ram,18,0
64_12bad_ram,19,0
64_12bad_ram,20,0
64_12bad_ram,21,0
64_12bad_ram,22,0
64_12bad_ram,23,0
64_12bad_ram,24,0
64_12bad_ram,25,0
64_12bad_ram,26,0
64_12bad_ram,27,0
64_12bad_ram,28,0
64_12bad_ram,29,0
64_12bad_ram,30,0
64_12bad_ram,31,0
64_12bad_ram,32,0
64_12bad_ram,33,0
64_12bad_ram,34,0
64_12bad_ram,35,0
64_12bad_ram,36,0
64_12bad_ram,37,0
64_12bad_ram,38,0
64_12bad_ram,39,0
64_12bad_ram,40,0
64_12bad_ram,41,0
64_12bad_ram,42,0
64_12bad_ram,43,0
64_12bad_ram,44,0
64_12bad_ram,45,0
64_12bad_ram,46,0
64_12bad_ram,47,0
64_12bad_ram,48,0
64_12bad_ram,49,0
64_12bad_ram,50,0
64_12bad_ram,51,0
64_12bad_ram,52,0
64_12bad_ram,53,0
64_12bad_ram,54,0
64_12bad_ram,55,0
64_12bad_ram,56,0
64_12bad_ram,57,0
64_12bad_ram,58,0
64_12bad_ram,59,0
64_12bad_ram,60,0
64_12bad_ram,61,0
64_12bad_ram,62,0
64_12bad_ram,63,0
64_12bad_ram,64,0
64_12bad_ram,65,0
64_12bad_ram,66,0
64_12bad_ram,67,0
64_12bad_ram,68,0
64_12bad_ram,69,0
64_12bad_ram,70,0
64_12bad_ram,71,8
64_12bad_ram,72,0
64_12bad_ram,73,0
64_12bad_ram,74,0
64_12bad_ram,75,0
64_12bad_ram,76,0
64_12bad_ram,77,0
64_12bad_ram,78,48
64_12bad_ram,79,48
64_12bad_ram,80,48
64_12bad_mr,1,0
64_12bad_mr,2,0
64_12bad_mr,3,0
64_12bad_mr,4,0
64_12bad_mr,5,0
64_12bad_mr,6,0
64_12bad_mr,7,0
64_12bad_mr,8,0
64_12bad_mr,9,0
64_12bad_mr,10,0
64_12bad_mr,11,0
64_12bad_mr,12,0
64_12bad_mr,13,0
64_12bad_mr,14,0
64_12bad_mr,15,0
64_12bad_mr,16,0
64_12bad_mr,17,0
64_12bad_mr,18,0
64_12bad_mr,19,0
64_12bad_mr,20,0
64_12bad_mr,21,0
64_12bad_mr,22,0
64_12bad_mr,23,0
64_12bad_mr,24,0
64_12bad_mr,25,0
64_12bad_mr,26,0
64_12bad_mr,27,0
64_12bad_mr,28,0
64_12bad_mr,29,0
64_12bad_mr,30,0
64_12bad_mr,31,0
64_12bad_mr,32,0
64_12bad_mr,33,0
64_12bad_mr,34,0
64_12bad_mr,35,0
64_12bad_mr,36,0
64_12bad_mr,37,0
64_12bad_mr,38,0
64_12bad_mr,39,0
64_12bad_mr,40,0
64_12bad_mr,41,0
64_12bad_mr,42,0
64_12bad_mr,43,0
64_12bad_mr,44,0
64_12bad_mr,45,0
64_12bad_mr,46,0
64_12bad_mr,47,0
64_12bad_mr,48,0
64_12bad_mr,49,0
64_12bad_mr,50,0
64_12bad_mr,51,0
64_12bad_mr,52,0
64_12bad_mr,53,0
64_12bad_mr,54,0
64_12bad_mr,55,0
64_12bad_mr,56,0
64_12bad_mr,57,0
64_12bad_mr,58,0
64_12bad_mr,59,0
64_12bad_mr,60,0
64_12bad_mr,61,0
64_12bad_mr,62,0
64_12bad_mr,63,0
64_12bad_mr,64,0
64_12bad_mr,65,0
64_12bad_mr,66,0
64_12bad_mr,67,0
64_12bad_mr,68,0
64_12bad_mr,69,0
64_12bad_mr,70,0
64_12bad_mr,71,8
64_12bad_mr,72,0
64_12bad_mr,73,0
64_12bad_mr,74,0
64_12bad_mr,75,0
64_12bad_mr,76,0
64_12bad_mr,77,0
64_12bad_mr,78,48
64_12bad_mr,79,48
64_12bad_mr,80,48
64_12bad_c_mmu,1,0
64_12bad_c_mmu,2,8
64_12bad_c_mmu,3,0
64_12bad_c_mmu,4,0
64_12bad_c_mmu,5,0
64_12bad_c_mmu,6,0
64_12bad_c_mmu,7,0
64_12bad_c_mmu,8,0
64_12bad_c_mmu,9,32
64_12bad_c_mmu,10,32
64_12bad_c_mmu,11,32
64_12bad_c_mmu,12,300
64_12bad_c_mmu,13,4
64_12bad_c_mmu,14,1493
64_12bad_c_mmu,15,38
64_12bad_c_mmu,16,3101
64_12bad_c_mmu,17,1785
64_12bad_c_mmu,18,674
64_12bad_c_mmu,19,2456
64_12bad_c_mmu,20,515
64_12bad_c_mmu,21,1414
64_12bad_c_mmu,22,259
64_12bad_c_mmu,23,2399
64_12bad_c_mmu,24,2205
64_12bad_c_mmu,25,10104
64_12bad_c_mmu,26,4701
64_12bad_c_mmu,27,5556
64_12bad_c_mmu,28,13869
64_12bad_c_mmu,29,15134
64_12bad_c_mmu,30,4916
64_12bad_c_mmu,31,3656
64_12bad_c_mmu,32,17287
64_12bad_c_mmu,33,20382
64_12bad_c_mmu,34,21922
64_12bad_c_mmu,35,16427
64_12bad_c_mmu,36,17400
64_12bad_c_mmu,37,18405
64_12bad_c_mmu,38,29923
64_12bad_c_mmu,39,15806
64_12bad_c_mmu,40,24962
64_12bad_c_mmu,41,32440
64_12bad_c_mmu,42,30871
64_12bad_c_mmu,43,31904
64_12bad_c_mmu,44,26667
64_12bad_c_mmu,45,27381
64_12bad_c_mmu,46,28368
64_12bad_c_mmu,47,29923
64_12bad_c_mmu,48,15806
64_12bad_c_mmu,49,24962
64_12bad_c_mmu,50,32440
64_12bad_c_mmu,51,30871
64_12bad_c_mmu,52,31904
64_12bad_c_mmu,53,26667
64_12bad_c_mmu,54,27381
64_12bad_c_mmu,55,28368
64_12bad_c_mmu,56,29923
64_12bad_c_mmu,57,15806
64_12bad_c_mmu,58,24962
64_12bad_c_mmu,59,32440
64_12bad_c_mmu,60,30871
64_12bad_c_mmu,61,31904
64_12bad_c_mmu,62,26667
64_12bad_c_mmu,63,27381
64_12bad_c_mmu,64,28368
64_12bad_c_mmu,65,29923
64_12bad_c_mmu,66,15806
64_12bad_c_mmu,67,24962
64_12bad_c_mmu,68,32440
64_12bad_c_mmu,69,30871
64_12bad_c_mmu,70,31904
64_12bad_c_mmu,71,26667
64_12bad_c_mmu,72,27381
64_12bad_c_mmu,73,28368
64_12bad_c_mmu,74,29923
64_12bad_c_mmu,75,15806
64_12bad_c_mmu,76,24962
64_12bad_c_mmu,77,32440
64_12bad_c_mmu,78,30871
64_12bad_c_mmu,79,31904
64_12bad_c_mmu,80,26667
